,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
309,3G57RS03ILTD7P82S5VRUTUN1MG520,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3TXMY6UCAJCIKDGW0SD1T1UM8UHQCQ,A2HL2THWOYKV97,Submitted,2020-05-25 14:59:33,2020-05-25 15:00:49,Thu May 28 15:00:49 PDT 2020,,,,76,100% (1/1),100% (1/1),100% (1/1),cnndm7770,bart_out,"['160', '161', '162', '163', '164', '165', '166', '167', '168', '169', '170', '171', '172', '173', '174', '175']",Catherine Nevin was allowed out on day release on Wednesday afternoon . The 62 - year - old was permitted to attend an addiction studies course . She was jailed for life in April 2000 for arranging to have her publican husband Tom shot dead . She laughed and joked with a pal for more than an hour at the nearby Applegreen Garage before her course started .,Catherine Nevin was allowed out.,Catherine Nevin was jailed for life.,Catherine Nevin was jailed in April,Catherine Nevin was jailed in 2000,Catherine Nevin is a 62 year old.,Catherine Nevin was seen on the bus.,Catherine Nevin was with a pal.,Catherine Nevin was walking around in Dublin.,Catherine Nevin sat on a bus.,Catherine Nevin sat next to a commuter.,Catherine Nevin was unnoticed.,Catherine Nevin is Ireland's most infamous prisoner.,Catherine Nevin murdered husband.,Tom was Catherine Nevin's husband,Catherine Nevin murdered her husband in 1996.,BLANK,n,n,n,p,p,n,n,p,p,p,p,p,n,p,n,n,{},,
310,3KQC8JMJHGGE80OGX7A52025C97H34,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,345LHZDED2GMZ6RUO8M5AZNH5273U7,A2PJBSDDN22XIX,Submitted,2020-05-25 14:44:09,2020-05-25 14:45:36,Thu May 28 14:45:36 PDT 2020,,,,87,0% (0/0),0% (0/0),0% (0/0),cnndm7823,bart_out,"['352', '353', '354', '355', '356', '357', '358', '359', '360', '361', '362', '363', '364', '365', '366', '367']","Drivers pulled over on Interstate 20 in Albilene , Texas , to pick up the cash . Video shows motorists frantically grabbing the notes in between stopped vehicles . Police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars . Weatherford Police Department said all of the lost money had been picked up .",Bundles of notes spilled onto Interstate 20.,The bundles of notes were spilled in Albilene Texas.,The bundles of notes were spilled on Friday.,Passenger door of vehicle was flung open.,The opening of door released the money onto the road.,Motorists pulled over.,Motorists abandoned their vehicles.,Motorists picked up the cash.,Police have warned anyone caught with the money will be arrested.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,n,n,n,p,n,p,p,{},,
311,3KQC8JMJHGGE80OGX7A52025C97H34,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3NS0A6KXC9W4FHXSPASXALR5BPVGZL,A1OXMMKQV14L13,Submitted,2020-05-25 15:04:46,2020-05-25 15:05:40,Thu May 28 15:05:40 PDT 2020,,,,54,0% (0/0),0% (0/0),0% (0/0),cnndm7823,bart_out,"['352', '353', '354', '355', '356', '357', '358', '359', '360', '361', '362', '363', '364', '365', '366', '367']","Drivers pulled over on Interstate 20 in Albilene , Texas , to pick up the cash . Video shows motorists frantically grabbing the notes in between stopped vehicles . Police have warned that if anyone is caught with cash that was inside the truck - they could land themselves behind bars . Weatherford Police Department said all of the lost money had been picked up .",Bundles of notes spilled onto Interstate 20.,The bundles of notes were spilled in Albilene Texas.,The bundles of notes were spilled on Friday.,Passenger door of vehicle was flung open.,The opening of door released the money onto the road.,Motorists pulled over.,Motorists abandoned their vehicles.,Motorists picked up the cash.,Police have warned anyone caught with the money will be arrested.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,n,p,p,p,p,{},,
312,3OJX0UFJ13V5SOJGEFIECSUH69J9UE,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3GGAI1SQE0MRZYI48Z6KCSAHYTPMC4,A2H0VR477QHYO7,Submitted,2020-05-25 15:27:46,2020-05-25 15:30:51,Thu May 28 15:30:51 PDT 2020,,,,185,100% (3/3),100% (3/3),100% (3/3),cnndm4315,bart_out,"['1184', '1185', '1186', '1187', '1188', '1189', '1190', '1191', '1192', '1193', '1194', '1195', '1196', '1197', '1198', '1199']","The sports brand features prominently on a leaflet distributed in Raqqa . It warns Isis Jihadis about items of clothing they are no longer allowed to wear . Leaflet threatens both the buyer and seller of Nike products with punishments . This is despite the fact one of the group's most famous commanders , Abu Waheeb , is well known for wearing Western sportswear , including items made by Nike and Adidas .",Jihadis face fines fines for wearing Nike products.,Jihadis face whipping for wearing Nike products.,Jihadis face jail time for wearing Nike products.,Jihadis have banned Nike products.,Ban is due to the brand name.,The Nike brand name is shared with a Greek goddess.,Ban is also due to how the brand name sounds in Arabic.,The brand name sounds like sexual slang words in Arabic.,People under ISIS are already banned from wearing jeans.,ISIS also banned items of clothing carrying provocative language or swear words.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,{},,
315,3UL5XDRDOG7OT4AR8M4S4K7QNM8856,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3ZV9H2YQQIVZRAGZJ816SN8EQIA3WY,A12ATVBE1I4567,Submitted,2020-05-25 14:11:29,2020-05-25 14:21:10,Thu May 28 14:21:10 PDT 2020,,,,581,0% (0/0),0% (0/0),0% (0/0),cnndm1017,bart_out,"['144', '145', '146', '147', '148', '149', '150', '151', '152', '153', '154', '155', '156', '157', '158', '159']","Two CNN Heroes are among the earthquake survivors in Kathmandu , Nepal . Anuradha Koirala has a rehabilitation center that is home to 425 young women and girls . Pushpa Basnet and the 45 children she cares for are now living on the ground in a nearby field .",Anuradha Koirala has been sleeping outdoors.,425/many young women and girls have been sleeping outdoors.,Many people have been sleeping outdoors because of aftershocks.,Pushpa Basnet was forced to evacuate her residence.,Pushpa Basnet cares for 45 children.,The children were forced to evacuate their residence.,Anuradha Koirala was a CNN Hero.,Pushpa Basnet was a CNN Hero.,Seven other CNN Heros were now assisting relief efforts.,The organizations of CNN Heros were now assisting relief efforts.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,{},,
316,3M47JKRKD1PKC8A5D5EXWQLQJHJ86M,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,323Q6SJS8N4CAW1384G8STNOEK3HFM,AFQKLIYNCVZTL,Submitted,2020-05-25 14:18:13,2020-05-25 14:19:12,Thu May 28 14:19:12 PDT 2020,,,,59,0% (0/0),0% (0/0),0% (0/0),cnndm5912,bart_out,"['464', '465', '466', '467', '468', '469', '470', '471', '472', '473', '474', '475', '476', '477', '478', '479']","Police say they have no objections to the late afternoon kick - off for Sunday's Manchester Derby at Old Trafford . Chief Superintendent John O'hare says the decision is down to good behaviour from supporters of each side . Merseyside Police launched a legal challenge after the Everton v Liverpool match , which was also televised , was chosen for a 5.30 pm start .",Manchester United take on Manchester City.,The match is going to take place on Sunday.,The match will begin at 4 pm.,The match will take place at Old Trafford Home.,Police have no objections to the kick-off being late in the afternoon.,34 fans were arrested at Wembley.,The fans were arrested in 2011.,The fans were arrested in FA Cup semi-final.,The fans were arrested in the last late afternoon weekend kick-off.,The fans were arrested in the last late afternoon weekend kick-off in the Manchester Derby.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,n,p,p,n,n,n,n,{},,
318,3XQ4XW3OED0EDR6D418ZN44FF6O2SZ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3CFJTT4SXYEZRYXHW30H4DBMG9EI7R,AE861G0AY5RGT,Submitted,2020-05-25 15:25:34,2020-05-25 16:49:53,Thu May 28 16:49:53 PDT 2020,,,,5059,100% (1/1),100% (1/1),100% (1/1),cnndm6714,bart_out,"['272', '273', '274', '275', '276', '277', '278', '279', '280', '281', '282', '283', '284', '285', '286', '287']","General Motors has unveiled the Chevrolet - FNR Car . It has ' Dragonfly ' swing doors that open upwards and ' Crystal Laser Headlights ' the car is self - driving , electric and the front chairs can swivel round . and using Iris recognition software you can start it using only your eyes . The car was unveiled at the Shanghai General Motors Gala Night This Week . Chevrolet said the car offered a ‘ glimpse at mobility of the future ’ .",General Motors unveiled their concept car.,General Motors unveiled their car at an event in Shanghai.,Chevrolet - Fnr has Dragonfly Swing doors.,Chevrolet - Fnr has Crystal Laser headlights.,The car is self driving.,The car is electric.,The car's front chairs can swivel round.,The car can be started using just your eyes.,The car can be started using Iris recognition software.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
319,3XQ4XW3OED0EDR6D418ZN44FF6O2SZ,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3L70J4KAZLA02PFTBSBQN7XZPC9DA8,A3EEWSPD9OA2U0,Submitted,2020-05-25 15:06:52,2020-05-25 15:09:17,Thu May 28 15:09:17 PDT 2020,,,,145,0% (0/0),0% (0/0),0% (0/0),cnndm6714,bart_out,"['272', '273', '274', '275', '276', '277', '278', '279', '280', '281', '282', '283', '284', '285', '286', '287']","General Motors has unveiled the Chevrolet - FNR Car . It has ' Dragonfly ' swing doors that open upwards and ' Crystal Laser Headlights ' the car is self - driving , electric and the front chairs can swivel round . and using Iris recognition software you can start it using only your eyes . The car was unveiled at the Shanghai General Motors Gala Night This Week . Chevrolet said the car offered a ‘ glimpse at mobility of the future ’ .",General Motors unveiled their concept car.,General Motors unveiled their car at an event in Shanghai.,Chevrolet - Fnr has Dragonfly Swing doors.,Chevrolet - Fnr has Crystal Laser headlights.,The car is self driving.,The car is electric.,The car's front chairs can swivel round.,The car can be started using just your eyes.,The car can be started using Iris recognition software.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
320,35JDMRECD8X3I2922L9J0RU1OYKEGT,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,33OOO72IVM9VCT8OHW7WY659S1ETC5,A3HII8DX9SINOU,Submitted,2020-05-25 14:51:45,2020-05-25 14:53:20,Thu May 28 14:53:20 PDT 2020,,,,95,100% (43/43),100% (43/43),100% (43/43),cnndm7584,bart_out,"['912', '913', '914', '915', '916', '917', '918', '919', '920', '921', '922', '923', '924', '925', '926', '927']",Huma Abedin and husband Anthony Weiner enjoyed a Mexican lunch at Tortaria off Union Square in New York on Saturday . It is just a few days after Abedin and Hillary Clinton were spotted in an Iowa branch of fast food favorite Chipotle . The pair ordered a Burrito Bowl and a salad but failed to pay a tip .,Huma Abedin came under fire.,Huma Abedin did not tip.,The lunch was at Chipotle was in Iowa.,Not tipping was the reason for the criticism.,Huma Abedin is Hillary Clinton's most trusted aide.,Huma Abedin is Hillary Clinton's aide for the 2016 campaign.,Huma Abedin's husband is Anthony Weiner.,The lunch was Mexican.,The lunch was on Saturday.,Huma Abedin went for lunch.,Husband / Anthony Weiner went for lunch.,The weekend was one of their final weekends before the campaign gets into swing.,The not tipping occurred at Chipotle.,BLANK,BLANK,BLANK,p,p,n,p,n,n,n,n,p,p,n,n,n,p,p,p,{},,
321,35JDMRECD8X3I2922L9J0RU1OYKEGT,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3ERET4BTVRXUBCBYB3JDVPH53329KG,A2BCNRHZU9V7C4,Submitted,2020-05-25 16:41:28,2020-05-25 16:59:44,Thu May 28 16:59:44 PDT 2020,,,,1096,0% (0/0),0% (0/0),0% (0/0),cnndm7584,bart_out,"['912', '913', '914', '915', '916', '917', '918', '919', '920', '921', '922', '923', '924', '925', '926', '927']",Huma Abedin and husband Anthony Weiner enjoyed a Mexican lunch at Tortaria off Union Square in New York on Saturday . It is just a few days after Abedin and Hillary Clinton were spotted in an Iowa branch of fast food favorite Chipotle . The pair ordered a Burrito Bowl and a salad but failed to pay a tip .,Huma Abedin came under fire.,Huma Abedin did not tip.,The lunch was at Chipotle was in Iowa.,Not tipping was the reason for the criticism.,Huma Abedin is Hillary Clinton's most trusted aide.,Huma Abedin is Hillary Clinton's aide for the 2016 campaign.,Huma Abedin's husband is Anthony Weiner.,The lunch was Mexican.,The lunch was on Saturday.,Huma Abedin went for lunch.,Husband / Anthony Weiner went for lunch.,The weekend was one of their final weekends before the campaign gets into swing.,The not tipping occurred at Chipotle.,BLANK,BLANK,BLANK,p,p,n,p,n,n,n,n,p,n,n,n,n,p,p,p,{},,
322,360ZO6N6K57MFGE75DRSLIDNTNGM9Z,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3COPXFW7XG0F3ZR5SSFAHFHK88RKPV,AHKYVHP6591H8,Submitted,2020-05-25 17:18:07,2020-05-25 17:26:33,Thu May 28 17:26:33 PDT 2020,,,,506,100% (31/31),100% (31/31),100% (31/31),cnndm9502,bart_out,"['1008', '1009', '1010', '1011', '1012', '1013', '1014', '1015', '1016', '1017', '1018', '1019', '1020', '1021', '1022', '1023']","Nasr Bitar spotted the car on the streets of Mississauga , Canada . He followed it in his own vehicle , and got in position just in time . The college student then uploaded the picture to Instagram . It has now been viewed almost 2.9 million times since it was posted .",Nasr Bitar spotted Google Street View car.,Nasr Bitar spotted Google Street View car driving around.,Nasr Bitar spotted Google Street View car last autumn.,Nasr Bitar decided it was ' his time to shine '.,Nasr Bitar followed in his car to get a selfie.,Nasr Bitar followed Google Street View car.,Nasr Bitar sensing the perfect moment in Mississauga.,Nasr Bitar got out and took the snap.,Picture of Nasr's selfie and the Street View Image was shared.,The image was shared 2.9 million times.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
324,3TY2U1TECBYLKKLVOS5DUKZ9LYXJJN,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Mon May 25 14:06:17 PDT 2020,2,BatchId:4052642;OriginalHitTemplateId:928390828;,5400,259200,Tue May 26 14:06:17 PDT 2020,,,3CP1TO84PYPGT95WJ70SJDQ9077529,A110SC5K5Y3IHS,Submitted,2020-05-25 14:15:11,2020-05-25 14:37:17,Thu May 28 14:37:17 PDT 2020,,,,1326,100% (9/9),100% (9/9),100% (9/9),cnndm1521,bart_out,"['320', '321', '322', '323', '324', '325', '326', '327', '328', '329', '330', '331', '332', '333', '334', '335']","Carrie Reichert , 43 , claims she shared a ' hot , Deep Kiss ' with Prince Harry . says she felt ' overdressed ' when she saw him playing strip billiards . says alcohol gave her confidence to approach the Prince before they shared a kiss . Kensington Palace has previously denied she was one of the women invited back to the Prince's VIP suite .",Dominatrix claims she shared a kiss.,The kiss was hot.,The kiss was deep.,Dominatrix claimed she kissed Prince Harry.,Dominatrix claimed she kissed in Vegas.,Carrie Reichert was a dominatrix.,Carri Reichert / dominatrix said she felt overdressed.,Carri Reichert / dominatrix said she saw Prince Harry's a**.,Carri Reichert was 43 years old.,Carri Reichert / the 43 year old claimed in her book.,The book was upcoming.,Kensington Palace denied Carrie Reichart was invited.,Kensington Palace denied Carrie Reichart was invited to the hotel suite.,BLANK,BLANK,BLANK,p,n,p,p,n,n,n,n,p,p,n,n,n,n,n,p,{},,
